folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_el,cd,periodo,sexo,edad,anio,nivel,cond_act,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p4,p5,p5_6esp,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p6_6esp,p7,p7_3,p8_1,p8_2,p9,p9_5esp,p10,p11,p11_6esp,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p12_9esp,p13,p13_3,p14_1,p14_2,p15,p15_5esp,p16,p17,p17_6esp,p18_1,p18_2,p18_3,p18_4,p18_5,p19,p19_3,p20_1,p20_2,p21,p21_5esp,p22,p23_1,p23_2,p24,p25,p25_6esp,p26,p27,p28,p28_7esp,p29,p30,p31,p32,p32_6esp,p33_1,p33_2,p33_3,p33_4,p34_1,p34_2,p34_3,p34_3_1,p34_4,p34_4_1,p35,p36_1,p36_2,p36_3,p36_4,factor,h_lec,mat_lec,perslec,l_format,r_format,p_format,perslecl
12B176,15,40124,2,1,0,1,1,220,1,45,6,2,1,1,1,1,2,2,2,2,1,4,,2,2,2,1,2,2,,3,25,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,15,2,0,,1,1,1,0,,2,2,2,2,2,1,2,0,2,0,1,2,2,2,2,15901,1,1,1,2,0,0,1
12B176,15,40124,4,1,0,2,1,220,1,33,3,4,1,1,1,1,1,2,1,1,6,4,,2,2,2,1,2,2,,3,1000,2,1,1,,20,4,,1,1,2,2,2,1,1,1,2,,3,800,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,2,2,1,2,4,,40,2,0,,4,4,1,0,,1,1,2,1,2,1,2,0,2,0,1,2,1,1,1,15218,1,2,1,2,2,0,1
12B176,15,40125,1,1,0,3,1,220,1,53,3,4,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,4,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,24363,4,4,2,0,0,0,2
12B176,15,40125,2,1,0,1,1,220,1,52,3,6,1,1,1,1,2,1,2,2,4,1,,1,1,2,2,2,2,,2,0,2,1,2,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,4,4,,1,1,1,2,1,3,100,2,1,2,,0,0,0,0,0,,30,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,32483,1,2,1,2,0,2,1
11B187,15,40138,4,1,0,2,1,220,2,43,3,3,7,1,1,1,2,1,2,2,4,2,,1,2,1,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,4,5,,1,2,2,2,2,2,0,2,1,1,,0,0,0,0,0,,180,2,0,,2,2,2,0,,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,13596,1,2,1,2,0,2,1
11B187,15,40138,3,1,0,1,1,220,1,78,3,2,7,1,1,1,2,1,2,2,3,4,,2,2,2,1,2,2,,3,300,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,2,1,2,2,2,3,25,2,1,1,,0,0,0,0,0,,60,2,0,,2,1,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,31586,1,2,1,2,0,2,1
11B187,15,40138,1,1,0,1,1,220,2,42,3,4,1,1,1,1,2,2,2,1,3,4,,2,2,1,1,1,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,,60,2,0,,2,4,2,0,,2,2,2,2,2,2,2,0,1,2,1,2,1,2,1,6798,1,2,1,2,0,0,1
12B187,15,40139,3,1,0,1,1,220,2,41,3,7,1,1,1,1,2,2,2,2,1,4,,2,2,1,2,2,2,,3,300,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,30,2,0,,2,3,2,0,,1,2,2,1,1,1,1,2,1,3,1,1,1,1,2,7601,1,1,1,2,0,0,1
12B187,15,40139,1,1,0,1,1,220,1,45,5,7,1,1,1,1,2,1,2,1,4,6,POR AYUDAR A SUS HIJOS EN LA ESCUELA,1,2,2,2,1,2,,3,600,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,7,3,,1,1,1,1,1,3,105,2,1,2,,0,0,0,2,4,,60,2,0,,3,4,1,0,,2,2,2,1,1,1,1,1,1,5,1,2,1,1,1,17767,1,2,1,2,0,2,1
12B187,15,40139,4,1,0,4,1,220,1,21,2,7,6,1,1,1,2,2,2,1,1,4,,2,2,2,1,2,2,,1,0,1,2,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,2,,60,2,0,,2,4,1,0,,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,38761,1,2,1,1,0,0,1
12B187,15,40139,2,1,0,1,1,220,2,44,4,7,4,1,1,1,2,2,2,2,6,2,,2,1,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,120,1,4,,2,4,1,0,,1,2,2,1,1,2,1,1,1,3,1,2,1,2,1,7601,1,1,1,2,0,0,1
12B173,15,40146,1,1,0,2,1,220,2,61,6,2,7,1,1,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,2,2,2,2,1,1,2,2,2,,3,10,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,10,2,0,,3,4,1,0,,2,2,2,2,2,2,1,2,1,1,1,2,1,1,2,14407,1,3,1,0,2,0,1
12B173,15,40146,3,1,0,2,1,220,2,58,3,3,7,1,1,1,2,2,2,1,1,4,,2,2,2,1,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,3,,30,2,0,,2,3,1,0,,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,43221,1,2,1,2,0,0,1
12B173,15,40146,4,1,0,2,1,220,2,33,2,6,7,1,1,1,1,1,1,1,3,6,TAREAS DE SUS HIJOS,2,2,2,1,2,2,,3,200,2,1,1,,10,6,POR TAREAS DE SUS HIJOS,2,1,2,2,2,1,2,2,2,,3,150,2,1,1,,3,6,POR ÁREAS DE SUS HIJOS,1,1,1,1,1,2,0,2,1,1,,5,2,1,1,6,POR TAREAS DE SUS HIJOS,30,2,0,,2,3,1,0,,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,23313,1,2,1,2,2,2,1
12B173,15,40146,2,1,0,1,1,220,2,76,6,2,10,1,1,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,4,4,,2,2,2,2,2,2,2,1,2,,2,0,2,1,5,EN LA ESTÉTICA Y EN EL CONSULTORIO MÉDICO,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,30,2,0,,4,4,1,0,,2,2,2,2,2,2,2,0,2,0,1,2,1,1,1,51113,1,3,1,0,2,0,1
11B188,15,40227,2,1,0,5,1,220,1,21,3,4,1,1,2,2,1,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,1,2,2,2,2,2,2,2,1,ZONE AUTO,3,50,2,1,1,,3,3,,1,1,1,1,1,3,50,2,1,2,,0,0,0,2,4,,60,2,0,,2,3,2,0,,2,1,2,2,2,2,1,2,2,0,1,2,2,1,1,35717,3,3,1,0,2,2,1
11B188,15,40227,3,1,0,4,1,220,2,33,6,2,7,1,2,1,2,2,2,2,2,6,PARA AYUDAR A LAS TAREAS DE SU HIJA,2,1,2,2,2,2,,1,0,1,2,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,120,2,0,,3,3,1,0,,2,2,1,2,2,2,2,0,2,0,1,1,1,1,1,22296,3,1,1,1,0,0,1
11B188,15,40227,4,1,0,6,1,220,1,18,3,4,4,1,1,2,1,2,1,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,3,4,,1,2,2,2,2,1,2,2,2,,3,200,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,5,1,2,0,0,,45,2,0,,3,3,2,0,,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,35717,1,3,1,0,2,0,1
11B188,15,40227,1,1,0,1,1,220,2,48,3,3,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,1,2,0,2,0,1,2,2,1,1,11387,4,4,2,0,0,0,2
12B174,15,40232,4,1,0,2,1,220,2,34,3,3,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,2,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,18730,4,4,2,0,0,0,2
12B174,15,40232,3,1,0,1,1,220,2,54,6,2,7,1,2,1,2,2,2,1,2,3,,2,1,2,2,2,2,,3,600,1,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,3,,60,2,0,,3,3,1,0,,2,1,2,2,2,2,2,0,1,1,1,2,1,1,1,76526,3,2,1,3,0,0,1
12B174,15,40232,1,1,0,1,1,220,1,44,3,8,1,1,1,1,1,1,2,1,3,1,,2,2,2,1,2,2,,3,600,2,1,1,,2,3,,2,2,1,2,2,1,2,2,2,,3,100,1,1,1,,1,3,,1,2,1,2,2,1,0,1,2,2,,0,0,0,2,3,,20,2,0,,2,3,1,0,,1,2,2,1,1,2,2,0,2,0,1,1,1,1,1,23535,1,2,1,2,3,1,1
11B174,15,40233,1,1,0,2,1,220,2,34,3,3,7,1,1,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,2,2,2,2,2,2,2,1,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,30,2,0,,1,3,2,0,,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,10809,1,3,1,0,2,0,1
11B174,15,40233,2,1,0,5,1,220,2,27,4,7,1,1,1,2,1,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,1,,2,1,2,2,2,2,2,2,2,,2,0,2,1,4,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,1,,20,2,0,,2,3,2,0,,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,27021,1,3,1,0,2,0,1
11B174,15,40233,3,1,0,2,1,220,2,44,3,3,7,1,1,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,2,2,2,2,2,2,2,1,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,20,1,7,VER LA TELEVISIÓN,2,4,2,0,,2,2,2,2,1,1,1,2,1,1,1,3,1,1,1,16297,1,3,1,0,2,0,1
12B174,15,40235,4,1,1,1,1,220,2,28,3,7,7,1,1,1,1,2,2,2,2,6,POR LA ESCUELA DE SUS HIJOS,2,1,2,2,1,2,,2,0,2,1,1,,3,6,POR LA ESCUELA DE SUS HIJOS,2,2,2,2,2,1,1,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,40,2,0,,3,4,1,0,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,13451,1,2,1,2,2,0,1
12B174,15,40235,2,1,0,1,1,220,1,45,3,4,1,1,1,1,2,2,2,2,1,3,,2,2,2,2,1,2,,2,0,2,1,2,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,60,1,6,,3,4,2,0,,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,15803,1,1,1,2,0,0,1
11B188,15,40255,3,1,0,6,1,220,2,20,3,4,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,1,2,0,1,1,1,2,1,1,1,28609,4,4,2,0,0,0,2
11B188,15,40255,4,1,0,1,1,220,1,49,3,4,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,6444,4,4,2,0,0,0,2
11B188,15,40255,2,1,0,4,1,220,1,51,3,3,1,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,4,4,,1,1,2,2,1,3,80,2,1,2,,0,0,0,0,0,,30,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,1,1,1,32220,1,3,1,0,0,2,1
11B188,15,40255,1,1,0,2,1,220,1,55,1,7,1,1,1,1,2,2,2,1,10,1,,2,1,2,2,2,2,,1,0,1,2,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,1,,120,2,0,,3,3,1,0,,2,1,2,2,2,3,3,0,1,1,1,1,1,1,1,11097,1,2,1,1,0,0,1
11B188,15,40256,2,1,0,2,1,220,1,22,2,6,1,1,1,2,1,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,1,2,2,2,2,2,2,2,1,MECÁNICA,2,0,2,1,1,,2,3,,2,1,2,1,1,2,0,2,1,2,,0,0,0,2,4,,45,2,0,,2,3,2,0,,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,22576,1,3,1,0,2,2,1
11B188,15,40256,4,1,0,2,1,220,1,36,6,2,1,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,4,4,,1,1,1,2,1,3,100,2,1,2,,0,0,0,0,0,,50,1,6,,3,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,22135,1,3,1,0,0,2,1
11B188,15,40256,1,1,0,3,1,220,1,31,2,3,1,1,2,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2,3,,1,2,1,1,1,2,0,2,1,1,,0,0,0,0,0,,15,2,0,,3,3,2,0,,2,1,2,2,2,2,2,0,1,1,1,2,1,1,1,26411,3,3,1,0,0,2,1
11B188,15,40259,3,1,0,1,1,220,1,32,3,3,1,1,1,1,2,2,2,1,2,4,,2,1,2,2,1,2,,1,0,1,2,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,4,,40,2,0,,2,3,1,0,,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,14302,1,2,1,1,0,0,1
11B188,15,40259,2,1,0,4,1,220,2,26,4,7,1,1,1,1,1,2,2,1,4,3,,2,2,1,1,1,2,,3,300,2,1,1,,2,4,,2,2,2,2,2,1,1,2,2,,3,200,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,,60,2,0,,2,3,1,0,,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,25438,1,2,1,2,2,0,1
11B188,15,40259,4,1,0,2,1,220,2,42,6,2,1,1,1,2,1,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,2,2,1,2,2,2,1,2,2,,2,0,2,1,1,,1,4,,2,2,1,1,1,3,20,2,1,1,,0,0,0,0,0,,20,2,0,,2,2,2,0,,2,1,2,2,2,2,2,0,1,1,1,1,1,1,1,12786,1,3,1,0,2,2,1
11B188,15,40259,1,1,0,1,1,220,1,33,3,3,1,1,1,1,2,1,2,2,2,4,,2,2,2,1,1,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3,4,,1,1,1,1,1,2,0,2,1,1,,0,0,0,0,0,,30,2,0,,2,2,2,0,,2,1,2,2,2,2,2,0,2,0,1,1,1,1,1,14302,1,2,1,2,0,2,1
13B174,15,40261,4,1,0,1,1,220,1,75,3,3,8,1,1,1,2,2,2,2,3,4,,2,2,1,1,2,2,,3,600,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,180,2,0,,2,3,1,0,,2,2,2,1,2,2,2,0,2,0,1,2,2,2,2,26025,1,1,1,2,0,0,1
13B174,15,40261,2,1,0,2,1,220,2,41,3,3,7,1,1,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,2,,60,2,0,,1,3,1,0,,2,2,2,2,2,1,2,0,1,1,1,1,1,1,2,14936,1,3,1,0,0,0,2
11B174,15,40263,3,1,0,4,1,220,1,31,3,4,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,30442,4,4,2,0,0,0,2
11B174,15,40263,4,1,0,3,1,220,1,43,3,4,1,1,1,2,2,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1,4,,2,1,1,1,1,2,0,2,1,2,,0,0,0,5,4,,10,2,0,,2,4,2,0,,2,2,2,2,2,2,2,0,1,1,1,2,1,1,1,42521,1,3,1,0,0,2,1
11B174,15,40263,2,1,0,2,1,220,2,70,2,6,7,1,1,2,1,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,4,4,,2,1,1,2,2,2,1,1,2,,2,0,2,1,1,,3,4,,1,1,1,1,1,2,0,2,1,1,,0,0,0,0,0,,30,2,0,,4,4,2,0,,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,14839,1,3,1,0,2,2,1
11A191,15,40284,2,1,0,1,1,220,2,43,3,7,1,1,1,1,2,2,2,2,4,1,,1,1,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,35,2,0,,3,3,1,0,,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,5240,1,1,1,2,0,0,1
11A191,15,40284,3,1,0,1,1,220,1,45,6,2,1,1,1,1,2,2,2,2,10,1,,2,1,2,2,2,2,,2,0,2,1,2,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,20,1,6,,1,4,1,0,,2,2,2,2,1,1,2,0,1,2,1,1,1,1,1,18374,1,1,1,2,0,0,1
11A191,15,40284,1,1,0,2,1,220,2,51,3,7,1,1,1,1,1,1,2,1,3,1,,1,1,2,2,2,2,,2,0,1,1,1,,2,4,,2,2,1,2,2,1,2,2,2,,1,0,1,1,2,,2,4,,1,2,1,2,2,2,0,1,1,1,,0,0,0,4,1,,30,2,0,,3,3,1,0,,2,1,1,1,1,1,2,0,1,1,1,1,1,1,1,10650,1,2,1,3,3,3,1
11A191,15,40284,4,1,0,2,1,220,2,30,1,4,7,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,2,2,2,1,2,2,0,2,1,1,,0,0,0,0,0,,15,2,0,,3,3,1,0,,2,2,2,2,2,1,2,0,2,0,1,1,1,1,1,15639,1,3,1,0,0,2,1
11A191,15,40286,1,1,0,2,1,220,2,25,3,4,7,1,1,1,2,2,2,1,2,4,,2,2,1,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,3,,30,2,0,,2,3,1,0,,1,1,2,2,2,1,2,0,1,1,1,1,1,1,1,14183,1,2,1,2,0,0,1
11A191,15,40286,3,1,0,2,1,220,2,64,3,3,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,13148,4,4,2,0,0,0,2
11A191,15,40286,4,1,0,2,1,220,2,48,6,2,7,1,1,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,4,,2,2,2,2,2,2,2,1,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,20,2,0,,1,1,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,14487,1,3,1,0,2,0,1
12A191,15,40345,3,1,0,2,1,220,2,68,2,7,8,1,1,1,2,2,2,1,3,4,,2,2,1,1,2,2,,3,300,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,4,,120,2,0,,2,3,1,0,,1,1,2,2,1,1,2,0,1,2,1,1,1,1,1,15665,1,2,1,2,0,0,1
12A191,15,40346,3,1,0,2,1,220,2,42,6,2,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,1,2,1,1,1,15993,4,4,2,0,0,0,2
12A191,15,40346,2,1,0,3,1,220,1,35,3,4,3,1,1,1,2,1,2,2,3,4,,2,1,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,1,1,1,1,1,2,0,2,1,1,,0,0,0,0,0,,45,2,0,,3,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,29986,1,2,1,2,0,2,1
12A191,15,40346,1,1,0,1,1,220,1,71,6,2,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,2,2,1,2,18577,4,4,2,0,0,0,2
12A191,15,40346,4,1,0,2,1,220,2,49,3,3,7,1,2,1,2,2,2,2,2,3,,2,2,2,1,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,45,2,0,,3,3,2,0,,2,2,2,2,2,2,2,0,1,1,1,2,1,1,1,24376,3,1,1,2,0,0,1
11A191,15,40347,3,1,0,1,1,220,2,52,3,3,1,1,1,1,1,1,2,2,20,3,,2,2,2,2,1,2,,2,0,2,1,1,,10,4,,2,2,2,2,2,2,2,1,2,,2,0,2,1,1,,3,4,,1,2,1,1,2,2,0,2,1,1,,0,0,0,0,0,,60,2,0,,4,3,2,0,,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,24063,1,2,1,2,2,2,1
11A191,15,40347,1,1,0,3,1,220,1,39,3,4,1,1,1,1,2,1,2,2,2,3,,2,2,2,2,1,2,,2,0,2,1,2,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2,3,,1,1,1,1,1,3,40,2,1,1,,0,0,0,0,0,,30,2,0,,3,3,1,0,,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,29601,1,2,1,2,0,2,1
11A191,15,40347,2,1,0,2,1,220,2,80, ,0,7,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34434,0,0,0,0,0,0,0
11A191,15,40347,4,1,0,1,1,220,2,61,6,2,7,1,1,1,2,2,2,2,6,4,,2,2,2,1,2,2,,3,40,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,20,2,0,,1,1,2,0,,2,2,2,2,2,1,2,0,2,0,1,2,2,2,2,14559,1,1,1,2,0,0,1
11B175,15,40377,2,1,0,1,1,220,2,24,3,3,7,1,1,1,1,2,2,2,2,4,,2,2,1,1,2,2,,2,0,2,1,1,,3,4,,2,2,1,2,2,2,2,1,2,,3,200,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,20,2,0,,2,2,2,0,,2,1,2,2,2,2,2,0,2,0,1,1,1,1,1,15038,1,2,1,2,2,0,1
11B175,15,40377,1,1,0,2,1,220,2,34,3,3,7,1,1,1,2,2,2,1,3,3,,2,2,1,1,1,2,,3,300,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,3,,20,2,0,,2,2,1,0,,1,2,2,2,2,1,1,2,2,0,1,1,1,1,1,11532,1,2,1,2,0,0,1
11B175,15,40377,4,1,0,1,1,220,1,54,3,3,1,1,1,1,2,1,2,2,2,4,,2,2,1,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3,4,,1,1,1,1,1,2,0,2,1,1,,0,0,0,0,0,,20,2,0,,2,1,2,0,,2,1,2,2,2,2,2,0,2,0,1,1,1,1,1,33873,1,2,1,2,0,2,1
11B175,15,40378,4,1,0,1,1,220,1,55,3,3,1,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,6,3,,1,1,1,1,1,3,40,2,1,2,,0,0,0,0,0,,20,2,0,,2,2,2,0,,2,2,2,2,1,2,2,0,2,0,1,1,1,1,2,22539,1,3,1,0,0,2,1
