cd,periodo,folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_ele,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p4,p5,p5_6esp,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p6_6esp,p7,p7_3,p8_1,p8_2,p9,p9_5esp,p10,p11,p11_6esp,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p12_9esp,p13,p13_3,p14_1,p14_2,p15,p15_5esp,p16,p17,p17_6esp,p18_1,p18_2,p18_3,p18_4,p18_5,p19,p19_3,p20_1,p20_2,p21,p21_5esp,p22,p23_1,p23_2,p24,p25,p25_6esp,p26,p27,p28,p28_7esp,p29,p30,p31,p32,p32_6esp,p33_1,p33_2,p33_3,p33_4,p34_1,p34_2,p34_3,p34_3_1,p34_4,p34_4_1,p35,p36_1,p36_2,p36_3,p36_4,factor,h_lec,mat_lec,perslec,l_formato,r_formato,p_formato,persleclrp,edad,sexo,anio,nivel,cond_activ
21,0219,12B168,02,40198,3,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,1,2,2,2,0,2,0,1,3,3,1,1,19503,4,4,2, , , ,2,47,2,3,3,01
21,0219,12B168,02,40198,4,1,0,02,1,1,2,2,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,1, ,60,1,5, ,1,4,1,0, ,2,2,2,2,2,1,1,1,1,5,1,2,2,2,2,19585,1,3,1, , , ,2,36,2,2,7,01
21,0219,12B168,02,40198,2,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,1,6,1,2,2,2,2,19952,4,4,2, , , ,2,55,1,3,3,01
21,0219,11B168,02,40231,2,1,0,02,1,2,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,2,4, ,2,2,2,2,2,2,2,1,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,4, ,15,2,0, ,2,2,2,0, ,1,2,2,2,2,2,2,0,1,1,1,3,1,2,2,11222,3,3,1, ,2, ,1,57,2,5,2,07
21,0219,11B168,02,40231,4,1,2,01,1,1,1,2,2,2,2,4,3, ,2,2,2,1,1,2, ,3,200,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,30,2,0, ,2,3,2,0, ,1,2,2,1,2,2,2,0,2,0,1,1,2,2,1,15586,1,1,1,2, , ,1,73,1,2,3,10
21,0219,11B174,02,40284,3,1,0,01,1,1,1,2,1,2,1,12,4, ,2,2,1,2,2,2, ,3,900,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,5,3, ,2,1,1,1,1,3,50,2,1,1, ,0,0,0,2,4, ,30,2,0, ,2,2,2,0, ,2,1,2,2,2,2,2,0,2,0,1,1,1,2,2,6358,1,2,1,2, ,2,1,41,1,6,2,01
21,0219,11B174,02,40284,1,1,0,01,1,1,1,1,1,2,1,2,3, ,2,1,2,2,2,2, ,3,800,2,1,1, ,4,4, ,2,2,2,2,2,2,2,1,2, ,3,120,2,1,1, ,6,3, ,2,2,1,1,1,3,28,2,1,1, ,0,0,0,2,3, ,30,2,0, ,2,3,1,0, ,1,2,1,1,1,2,2,0,1,3,1,1,1,1,1,5793,1,2,1,2,2,2,1,36,2,1,4,01
21,0219,12B174,02,40285,2,1,0,01,1,1,2,1,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,4,4, ,2,2,2,1,1,2,1,2,2, ,2,0,2,1,1, ,7,3, ,1,1,2,2,1,3,50,2,1,1, ,0,0,0,0,0, ,40,2,0, ,3,3,2,0, ,1,1,2,2,2,1,2,0,2,0,1,1,1,1,1,28383,1,3,1, ,2,2,1,58,1,3,4,01
21,0219,12B174,02,40285,3,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,2,2,2,2,3,3,0,2,0,1,2,1,3,3,16137,4,4,2, , , ,2,28,2,3,4,07
21,0219,12B174,02,40285,4,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,5, ,2,2,2,2,2,1,2,0,2,0,1,2,1,2,2,16813,4,4,2, , , ,2,77,1,3,3,08
21,0219,11A171,02,40358,2,1,1,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,2,2,2,2,2,2,0,3,0,1,3,2,2,2,17005,4,4,2, , , ,2,37,1,3,4,01
21,0219,11A171,02,40358,1,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,5, ,2,2,2,2,2,2,2,0,2,0,1,2,3,2,2,25507,4,4,2, , , ,2,35,1,3,3,01
21,0219,11A171,02,40358,4,1,0,03,1,1,1,2,2,2,2,1,5, ,2,2,1,2,2,2, ,1,0,1,2,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,15,2,0, ,2,3,1,0, ,2,2,2,2,2,2,2,0,2,0,1,1,1,1,2,17946,1,1,1,1, , ,1,25,2,3,4,01
21,0219,13A171,02,40393,2,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,2,2,2,2,2,2,0,2,0,1,3,1,2,2,31851,4,4,2, , , ,2,55,1,3,6,01
21,0219,11B175,02,40417,2,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,2,2,2,2,1,2,0,2,0,1,1,1,1,1,14005,4,4,2, , , ,2,38,2,3,3,07
21,0219,11B175,02,40417,4,1,0,01,1,1,1,2,2,2,1,3,6,APOYAR A SU HIJA EN LAS TAREAS ESCOLARES.,2,2,2,1,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,3, ,15,2,0, ,3,3,2,0, ,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,15372,1,2,1,2, , ,1,43,1,3,3,01
21,0219,13B175,02,40418,4,1,0,01,1,1,1,1,2,2,1,2,4, ,2,2,2,1,2,2, ,1,0,1,2,1, ,3,5, ,2,2,2,2,1,2,1,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,3, ,90,2,0, ,4,3,1,0, ,1,2,2,1,2,2,2,0,2,0,1,3,1,2,2,13802,1,2,1,1,2, ,1,65,2,2,6,08
21,0219,13B175,02,40418,1,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,2,2,2,2,2,2,0,1,1,1,2,2,2,2,6901,4,4,2, , , ,2,73,2,6,2,07
40,0219,13B167,03,40001,3,1,0,02,1,1,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,2,4, ,2,2,1,2,2,2,2,2,2, ,3,100,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,4, ,20,2,0, ,3,4,2,0, ,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,24328,1,3,1, ,2, ,1,40,2,3,4,07
40,0219,13B167,03,40001,1,1,0,02,1,1,2,2,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,2,3, ,1,1,2,2,1,2,0,2,1,2, ,0,0,0,0,0, ,30,2,0, ,2,3,2,0, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,1,21141,1,3,1, , ,2,1,55,2,3,6,07
40,0219,13B167,03,40001,2,1,0,01,1,1,1,1,2,2,1,3,1, ,2,1,2,1,2,2, ,1,0,1,2,1, ,4,1, ,2,1,1,2,2,1,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,1, ,80,1,6, ,2,4,2,0, ,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,17802,1,2,1,1,2, ,1,39,1,2,8,01
40,0219,13B167,03,40001,4,1,0,02,1,1,1,2,2,2,2,1,6,POR AYUDAR A SU HIJA EN LA ESCUELA,2,2,2,1,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,10,2,0, ,2,3,2,0, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,16219,1,1,1,2, , ,1,42,2,3,3,07
40,0219,13B173,03,40106,4,1,0,03,1,1,1,2,2,2,2,5,3, ,2,2,2,1,2,2, ,3,350,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,30,2,0, ,4,4,2,0, ,2,2,1,2,2,2,2,0,2,0,1,1,1,1,1,24833,1,1,1,2, , ,1,55,1,4,7,01
40,0219,13B173,03,40106,3,1,0,03,1,1,1,1,2,2,2,2,3, ,2,2,1,2,2,2, ,2,0,2,1,1, ,3,3, ,2,2,2,1,2,2,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,15,2,0, ,4,4,2,0, ,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,24377,1,2,1,2,2, ,1,43,2,3,4,01
40,0219,13B173,03,40106,1,1,0,01,1,1,2,1,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,2,1, ,2,2,2,2,2,1,2,2,2, ,2,0,2,1,2, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,30,1,6, ,4,4,2,0, ,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,19019,1,3,1, ,2, ,1,45,1,5,7,01
40,0219,12B176,03,40116,3,1,0,01,1,1,1,2,2,2,1,2,1, ,2,1,2,2,2,2, ,1,0,1,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,3, ,20,2,0, ,3,3,1,0, ,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,6917,1,2,1,3, , ,1,46,2,3,3,01
40,0219,12B176,03,40116,2,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,5, ,2,2,2,2,1,2,2,0,2,0,1,2,2,2,2,12074,4,4,2, , , ,2,64,2,2,2,07
40,0219,12B176,03,40116,1,1,0,01,1,1,1,2,1,2,1,3,4, ,1,2,2,1,2,2, ,3,150,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,6,1, ,2,2,1,1,2,2,0,2,1,1, ,0,0,0,1,4, ,30,2,0, ,3,4,2,0, ,1,2,2,2,1,1,1,2,1,3,1,1,1,1,1,6947,1,2,1,2, ,2,1,40,2,3,4,01
40,0219,12B176,03,40116,4,1,0,01,1,1,2,2,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,3,3, ,1,2,2,1,1,2,0,2,1,1, ,0,0,0,0,0, ,15,2,0, ,2,3,2,0, ,1,2,2,2,2,2,2,0,2,0,1,1,1,2,2,16260,1,3,1, , ,2,1,53,1,3,3,01
40,0219,12A172,03,40118,4,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,5, ,2,2,2,2,2,1,2,0,2,0,1,1,1,2,2,13293,4,4,2, , , ,2,64,2,2,3,01
40,0219,12A172,03,40118,3,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,16790,4,4,2, , , ,2,37,1,3,4,01
40,0219,12A172,03,40118,2,1,0,02,1,2,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,1,3, ,2,2,1,2,2,2,2,2,2, ,3,60,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,3, ,20,2,0, ,3,3,2,0, ,2,2,2,2,2,2,2,0,2,0,1,1,1,2,2,46207,3,3,1, ,2, ,1,26,1,2,4,01
40,0219,12A172,03,40118,1,1,1,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,18483,4,4,2, , , ,2,33,1,1,3,01
40,0219,12B168,03,40197,3,1,1,01,1,1,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,5,3, ,2,1,2,2,2,1,2,2,2, ,3,100,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,1, ,25,1,6, ,3,4,1,0, ,1,2,2,2,2,1,2,0,1,1,1,1,1,2,2,17847,1,3,1, ,2, ,1,45,1,3,3,01
40,0219,12B168,03,40197,1,1,0,01,1,1,1,2,2,2,2,2,4, ,1,2,1,2,2,2, ,3,600,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,40,2,0, ,2,3,2,0, ,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,22779,1,1,1,2, , ,1,52,2,4,7,07
40,0219,12B168,03,40197,4,1,0,01,1,1,1,1,1,2,1,5,2, ,2,1,2,2,2,2, ,3,3000,2,1,1, ,50,2, ,2,2,1,2,2,1,2,2,2, ,1,0,1,2,1, ,3,3, ,1,2,1,2,1,1,0,1,2,1, ,0,0,0,1,2, ,40,2,0, ,4,4,2,0, ,2,1,1,2,1,1,2,0,1,2,1,2,2,2,2,7625,1,2,1,2,1,1,1,41,2,5,9,01
40,0219,12B174,03,40245,3,1,0,01,1,1,2,2,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,1, ,25,1,6, ,4,4,2,0, ,2,2,2,2,1,1,2,0,1,1,1,1,1,1,1,8274,1,3,1, , , ,2,31,1,3,7,01
40,0219,12B174,03,40245,4,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,5, ,2,2,2,2,2,2,2,0,2,0,1,1,1,2,2,15282,4,4,2, , , ,2,65,2,3,6,07
40,0219,12B174,03,40245,2,1,0,02,1,1,1,1,2,2,2,3,3, ,2,2,2,2,1,2, ,3,200,2,1,1, ,4,5, ,2,2,2,2,1,2,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,60,2,0, ,3,3,2,0, ,2,2,2,2,2,2,2,0,2,0,1,1,2,2,2,15282,1,2,1,2,2, ,1,72,2,6,2,07
40,0219,12B174,03,40245,1,1,0,02,1,1,1,2,2,2,1,2,1, ,1,2,2,2,2,2, ,2,0,2,1,2, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,4, ,25,1,6, ,4,4,1,0, ,1,2,2,1,2,1,2,0,1,1,1,1,1,2,1,34096,1,2,1,2, , ,1,48,2,1,7,01
40,0219,11A171,03,40306,1,1,0,02,1,1,1,2,2,2,2,1,3, ,1,2,2,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,20,2,0, ,2,3,2,0, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,18783,1,1,1,2, , ,1,57,2,3,3,07
40,0219,11A171,03,40306,3,1,0,01,1,1,2,1,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,2,3, ,2,2,1,2,2,2,1,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,20,2,0, ,2,2,2,0, ,2,2,2,2,2,2,2,0,2,0,1,1,2,2,2,16080,1,3,1, ,2, ,1,71,2,3,6,08
40,0219,11A171,03,40306,2,1,0,01,1,1,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,3,3, ,2,2,2,2,1,1,2,2,2, ,1,0,1,2,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,3, ,20,2,0, ,4,4,2,0, ,2,2,2,2,2,2,2,0,2,0,1,1,1,1,2,21524,1,3,1, ,1, ,1,53,2,2,3,07
40,0219,11B175,03,40331,1,1,0,01,1,1,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,4,3, ,2,2,1,2,1,1,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,4, ,15,2,0, ,2,3,2,0, ,1,2,2,2,2,2,2,0,2,0,1,1,1,2,2,7940,1,3,1, ,2, ,1,32,2,3,3,01
40,0219,11B175,03,40331,3,1,0,03,1,1,1,2,2,2,1,3,2, ,2,1,2,1,2,2, ,1,0,1,2,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,2, ,60,1,5, ,3,3,1,0, ,2,2,1,1,1,1,1,2,2,0,1,1,1,1,1,24679,1,2,1,1, , ,1,23,2,4,7,06
40,0219,11B175,03,40331,2,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,1,2,2,2,0,2,0,1,1,1,2,1,32085,4,4,2, , , ,2,50,1,3,4,01
40,0219,11B175,03,40331,4,1,0,01,1,1,1,2,1,2,1,3,4, ,2,2,1,1,1,2, ,3,1100,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,4,3, ,1,2,2,2,1,1,0,1,2,1, ,0,0,0,2,4, ,60,2,0, ,2,4,2,0, ,1,2,2,1,2,2,2,0,2,0,1,2,1,1,1,6825,1,2,1,2, ,1,1,47,2,4,7,01
40,0219,13A171,03,40335,2,1,1,01,1,2,2,2,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,4, ,30,2,0, ,3,4,2,0, ,1,2,2,2,2,1,2,0,1,1,1,1,1,1,1,18885,3,3,1, , , ,2,29,1,3,3,01
40,0219,13A171,03,40335,1,1,0,02,1,1,1,1,2,2,2,5,3, ,2,2,2,1,2,2, ,2,0,2,1,1, ,2,4, ,2,2,1,1,2,2,2,2,2, ,3,100,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,80,2,0, ,3,4,2,0, ,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,18885,1,2,1,2,2, ,1,29,1,3,4,01
40,0219,13A171,03,40335,3,1,0,01,1,1,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,3,3, ,2,1,2,2,1,2,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,3, ,25,2,0, ,4,4,2,0, ,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,7814,1,3,1, ,2, ,1,36,2,4,7,07
40,0219,13A171,03,40335,4,1,0,02,1,1,2,2,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,1, ,30,2,0, ,3,4,2,0, ,2,1,2,1,2,2,2,0,2,0,1,1,1,1,1,27157,1,3,1, , , ,2,28,2,5,7,01
40,0219,13B175,03,40359,4,1,0,03,1,2,1,2,2,2,1,3,2, ,2,1,2,2,2,2, ,3,450,2,1,2, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,3, ,15,1,7,ESTUDIAR,4,3,2,0, ,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,28100,3,2,1,2, , ,1,19,2,2,7,06
40,0219,13B175,03,40359,2,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,5, ,2,2,2,2,3,3,3,0,2,0,1,2,2,2,2,17417,4,4,2, , , ,2,77,2,6,2,07
40,0219,13B175,03,40359,3,1,0,02,1,1,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,2,3, ,2,2,1,2,2,1,2,2,2, ,1,0,1,2,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,3, ,25,1,7,CUIDAR A SU HIJO,4,4,1,0, ,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,15608,1,3,1, ,1, ,1,39,2,4,7,07
40,0219,13B175,03,40359,1,1,0,01,1,1,1,1,2,2,2,2,1, ,2,1,2,2,2,2, ,2,0,2,1,2, ,1,1, ,2,2,1,2,2,2,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,60,2,0, ,4,4,2,0, ,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,18081,1,2,1,2,2, ,1,31,2,4,7,01
28,0219,13B167,04,40032,2,1,0,01,1,1,1,1,2,2,1,4,4, ,2,2,1,1,2,2, ,3,800,2,1,1, ,3,4, ,1,2,2,2,2,1,1,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,1, ,40,2,0, ,2,4,1,0, ,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,8268,1,2,1,2,2, ,1,48,1,4,7,01
28,0219,13B167,04,40032,1,1,0,02,1,1,1,2,2,2,2,6,4, ,2,2,2,1,2,2, ,3,1500,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,60,2,0, ,4,4,1,0, ,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,15511,1,1,1,2, , ,1,44,1,4,7,01
28,0219,12B167,04,40056,2,1,0,01,1,1,2,2,1,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,2,4, ,1,1,1,1,1,2,0,2,1,2, ,0,0,0,1,4, ,25,2,0, ,2,4,1,0, ,2,2,2,2,2,1,1,2,1,5,1,1,1,1,1,33403,1,3,1, , ,2,1,54,1,4,7,01
28,0219,12B167,04,40056,4,1,0,01,1,2,1,2,1,2,2,5,3, ,2,2,1,1,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,2,3, ,1,2,2,2,2,2,0,2,1,1, ,0,0,0,0,0, ,60,2,0, ,1,2,2,0, ,2,2,2,2,2,1,1,2,2,0,1,1,1,1,2,5815,3,2,1,2, ,2,1,57,1, ,0,08
28,0219,12B167,04,40056,3,1,0,02,1,1,1,2,1,2,2,1,5, ,2,2,1,2,2,2, ,3,200,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,1,3, ,1,2,1,1,1,2,0,2,1,1, ,0,0,0,0,0, ,60,2,0, ,1,3,2,0, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,31851,1,2,1,2, ,2,1,73,2,6,2,07
